Positive,Negative,Easy,Hard
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Douglas_fir'],"['Spruce_Fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Douglas_fir', 'Krummholz']",['Spruce_Fir']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Krummholz', 'Douglas_fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Douglas_fir'],"['Spruce_Fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Douglas_fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Douglas_fir'],"['Spruce_Fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Douglas_fir', 'Krummholz']",['Spruce_Fir']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Krummholz'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Douglas_fir'],"['Spruce_Fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Krummholz', 'Douglas_fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Spruce_Fir', 'Krummholz']",['Douglas_fir']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Douglas_fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Krummholz', 'Douglas_fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Spruce_Fir', 'Krummholz']",['Douglas_fir']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Douglas_fir', 'Spruce_Fir']",['Krummholz']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Douglas_fir', 'Spruce_Fir']",['Krummholz']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Krummholz'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Krummholz', 'Spruce_Fir']",['Douglas_fir']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Spruce_Fir', 'Douglas_fir']",['Krummholz']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Spruce_Fir', 'Douglas_fir']",['Krummholz']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Krummholz'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Douglas_fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Krummholz'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Douglas_fir'],"['Spruce_Fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Spruce_Fir'],"['Douglas_fir', 'Krummholz']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']","['Douglas_fir', 'Spruce_Fir']",['Krummholz']
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Krummholz'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Douglas_fir'],"['Krummholz', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Ponderosa_Pine', 'Cottonwood_Willow']","['Spruce_Fir', 'Douglas_fir', 'Krummholz']",['Krummholz'],"['Douglas_fir', 'Spruce_Fir']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Lodgepole_Pine'],"['Spruce_Fir', 'Douglas_fir', 'Aspen', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Aspen', 'Spruce_Fir']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Lodgepole_Pine', 'Aspen', 'Cottonwood_Willow']",['Douglas_fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Spruce_Fir'],"['Cottonwood_Willow', 'Aspen', 'Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Cottonwood_Willow', 'Aspen']","['Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Douglas_fir', 'Aspen']","['Spruce_Fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Aspen'],"['Spruce_Fir', 'Cottonwood_Willow', 'Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Aspen'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Spruce_Fir']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Lodgepole_Pine', 'Aspen']","['Douglas_fir', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Cottonwood_Willow', 'Spruce_Fir', 'Douglas_fir']",['Aspen']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Douglas_fir', 'Spruce_Fir']","['Cottonwood_Willow', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Spruce_Fir', 'Douglas_fir', 'Cottonwood_Willow']",['Lodgepole_Pine']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Cottonwood_Willow']","['Douglas_fir', 'Lodgepole_Pine', 'Aspen']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Spruce_Fir', 'Aspen', 'Lodgepole_Pine']",['Cottonwood_Willow']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Douglas_fir'],"['Aspen', 'Cottonwood_Willow', 'Spruce_Fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Lodgepole_Pine', 'Spruce_Fir']","['Cottonwood_Willow', 'Aspen']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Douglas_fir', 'Aspen', 'Spruce_Fir']",['Lodgepole_Pine']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Spruce_Fir', 'Cottonwood_Willow', 'Lodgepole_Pine']",['Douglas_fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Cottonwood_Willow', 'Spruce_Fir', 'Lodgepole_Pine']",['Douglas_fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Lodgepole_Pine', 'Douglas_fir', 'Aspen']",['Spruce_Fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Cottonwood_Willow', 'Spruce_Fir', 'Lodgepole_Pine']",['Douglas_fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Douglas_fir', 'Cottonwood_Willow', 'Spruce_Fir']",['Aspen']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Lodgepole_Pine', 'Douglas_fir']","['Cottonwood_Willow', 'Aspen']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Spruce_Fir', 'Cottonwood_Willow']","['Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Douglas_fir', 'Spruce_Fir', 'Cottonwood_Willow']",['Aspen']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Lodgepole_Pine']","['Cottonwood_Willow', 'Spruce_Fir', 'Douglas_fir']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Cottonwood_Willow', 'Aspen', 'Lodgepole_Pine']",['Spruce_Fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Aspen', 'Douglas_fir', 'Cottonwood_Willow']",['Spruce_Fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Spruce_Fir', 'Cottonwood_Willow', 'Aspen']",['Douglas_fir']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Douglas_fir', 'Aspen']","['Lodgepole_Pine', 'Spruce_Fir']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Spruce_Fir']","['Cottonwood_Willow', 'Douglas_fir', 'Aspen']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Aspen']","['Lodgepole_Pine', 'Spruce_Fir', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Douglas_fir', 'Lodgepole_Pine']","['Aspen', 'Spruce_Fir']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Lodgepole_Pine', 'Aspen', 'Spruce_Fir']",['Cottonwood_Willow']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Cottonwood_Willow']","['Aspen', 'Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Douglas_fir', 'Cottonwood_Willow', 'Lodgepole_Pine']",['Aspen']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Cottonwood_Willow', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Cottonwood_Willow', 'Aspen']","['Douglas_fir', 'Spruce_Fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Douglas_fir', 'Lodgepole_Pine', 'Spruce_Fir', 'Aspen']",['Cottonwood_Willow']
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Spruce_Fir'],"['Douglas_fir', 'Aspen', 'Cottonwood_Willow', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Cottonwood_Willow', 'Aspen']","['Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Spruce_Fir', 'Cottonwood_Willow']","['Douglas_fir', 'Lodgepole_Pine']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Aspen'],"['Spruce_Fir', 'Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Spruce_Fir'],"['Douglas_fir', 'Cottonwood_Willow', 'Lodgepole_Pine', 'Aspen']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']",['Lodgepole_Pine'],"['Aspen', 'Douglas_fir', 'Spruce_Fir', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Spruce_Fir', 'Cottonwood_Willow']","['Douglas_fir', 'Lodgepole_Pine', 'Aspen']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Lodgepole_Pine', 'Douglas_fir']","['Aspen', 'Spruce_Fir', 'Cottonwood_Willow']"
['Krummholz'],"['Douglas_fir', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Aspen', 'Spruce_Fir']","['Aspen', 'Douglas_fir', 'Lodgepole_Pine']","['Cottonwood_Willow', 'Spruce_Fir']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Aspen', 'Lodgepole_Pine', 'Krummholz']",['Douglas_fir']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen']",['Douglas_fir']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Lodgepole_Pine']","['Krummholz', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Lodgepole_Pine', 'Krummholz']",['Aspen']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen', 'Lodgepole_Pine']",['Krummholz']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']","['Krummholz', 'Lodgepole_Pine']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']","['Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Krummholz', 'Aspen']",['Lodgepole_Pine']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Lodgepole_Pine'],"['Aspen', 'Douglas_fir', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Krummholz', 'Douglas_fir', 'Lodgepole_Pine']",['Aspen']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Aspen'],"['Krummholz', 'Douglas_fir', 'Lodgepole_Pine']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Lodgepole_Pine'],"['Aspen', 'Douglas_fir', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen', 'Lodgepole_Pine']",['Krummholz']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']","['Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Aspen'],"['Douglas_fir', 'Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Aspen', 'Lodgepole_Pine', 'Douglas_fir']",['Krummholz']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Douglas_fir']","['Krummholz', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz']","['Douglas_fir', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Aspen'],"['Douglas_fir', 'Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Aspen'],"['Lodgepole_Pine', 'Douglas_fir', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Krummholz', 'Aspen']",['Lodgepole_Pine']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Krummholz', 'Lodgepole_Pine']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Douglas_fir']",['Aspen']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen']",['Douglas_fir']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Krummholz', 'Douglas_fir', 'Aspen']",['Lodgepole_Pine']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Douglas_fir', 'Aspen']",['Krummholz']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Aspen', 'Douglas_fir', 'Krummholz']",['Lodgepole_Pine']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']","['Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Krummholz', 'Lodgepole_Pine', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Lodgepole_Pine', 'Aspen']",['Krummholz']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Krummholz', 'Douglas_fir']","['Aspen', 'Lodgepole_Pine']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Aspen'],"['Douglas_fir', 'Krummholz', 'Lodgepole_Pine']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Douglas_fir']",['Aspen']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Lodgepole_Pine', 'Krummholz']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Aspen', 'Krummholz']",['Douglas_fir']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Douglas_fir', 'Aspen']",['Krummholz']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Krummholz'],"['Lodgepole_Pine', 'Aspen', 'Douglas_fir']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Krummholz'],"['Lodgepole_Pine', 'Douglas_fir', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Krummholz']","['Lodgepole_Pine', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Krummholz'],"['Aspen', 'Lodgepole_Pine', 'Douglas_fir']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Aspen']","['Krummholz', 'Douglas_fir']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Krummholz', 'Lodgepole_Pine']",['Aspen']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Aspen', 'Lodgepole_Pine', 'Krummholz']",['Douglas_fir']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Lodgepole_Pine', 'Krummholz', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Aspen', 'Lodgepole_Pine']","['Krummholz', 'Douglas_fir']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Krummholz', 'Douglas_fir', 'Aspen']",['Lodgepole_Pine']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']",['Lodgepole_Pine'],"['Krummholz', 'Douglas_fir', 'Aspen']"
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Lodgepole_Pine', 'Aspen', 'Krummholz']",['Douglas_fir']
"['Ponderosa_Pine', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Douglas_fir']","['Krummholz', 'Aspen', 'Douglas_fir']",['Lodgepole_Pine']
