Positive,Negative,Easy,Hard
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Trees', 'Wheat']","['Soybeans', 'Alfalfa', 'Oats', 'Grass']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Trees', 'Alfalfa']","['Wheat', 'Soybeans', 'Oats', 'Grass']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Oats', 'Soybeans', 'Alfalfa']","['Trees', 'Wheat', 'Grass']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Alfalfa', 'Grass', 'Oats']","['Wheat', 'Soybeans', 'Trees']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Grass', 'Wheat', 'Trees']","['Alfalfa', 'Soybeans', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']",['Trees'],"['Alfalfa', 'Grass', 'Oats', 'Wheat', 'Soybeans']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Soybeans', 'Alfalfa']","['Wheat', 'Trees', 'Grass', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Oats', 'Grass', 'Wheat', 'Trees']","['Alfalfa', 'Soybeans']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Alfalfa', 'Grass', 'Wheat', 'Soybeans', 'Trees']",['Oats']
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Soybeans', 'Alfalfa', 'Trees', 'Wheat']","['Oats', 'Grass']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Wheat', 'Oats', 'Trees', 'Alfalfa', 'Soybeans']",['Grass']
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']",['Oats'],"['Soybeans', 'Grass', 'Wheat', 'Trees', 'Alfalfa']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']",['Trees'],"['Soybeans', 'Alfalfa', 'Wheat', 'Grass', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Trees', 'Soybeans', 'Grass', 'Alfalfa']","['Wheat', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Alfalfa', 'Wheat', 'Grass']","['Oats', 'Trees', 'Soybeans']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Alfalfa', 'Soybeans', 'Oats']","['Grass', 'Wheat', 'Trees']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']",['Trees'],"['Grass', 'Wheat', 'Soybeans', 'Alfalfa', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']",['Soybeans'],"['Alfalfa', 'Trees', 'Wheat', 'Grass', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Trees', 'Oats']","['Grass', 'Soybeans', 'Alfalfa', 'Wheat']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Alfalfa', 'Soybeans', 'Trees']","['Grass', 'Oats', 'Wheat']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Wheat', 'Alfalfa']","['Grass', 'Trees', 'Soybeans', 'Oats']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Grass', 'Alfalfa', 'Oats', 'Trees']","['Wheat', 'Soybeans']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Grass', 'Soybeans', 'Wheat', 'Oats']","['Alfalfa', 'Trees']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Trees', 'Alfalfa', 'Oats']","['Grass', 'Wheat', 'Soybeans']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Oats', 'Trees', 'Soybeans']","['Alfalfa', 'Wheat', 'Grass']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Trees', 'Alfalfa', 'Oats']","['Grass', 'Soybeans', 'Wheat']"
['Hay'],"['Wheat', 'Soybeans', 'Alfalfa', 'Trees', 'Grass', 'Oats']","['Grass', 'Alfalfa', 'Oats', 'Soybeans', 'Wheat']",['Trees']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Grass'],"['Corn', 'Soybeans', 'Trees', 'Wheat']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Grass', 'Wheat']","['Trees', 'Corn']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Soybeans', 'Wheat']","['Grass', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Corn'],"['Wheat', 'Grass', 'Trees', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Corn'],"['Wheat', 'Trees', 'Soybeans', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Wheat'],"['Corn', 'Soybeans', 'Trees', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Grass', 'Trees', 'Corn']",['Wheat']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Soybeans', 'Corn', 'Grass']",['Trees']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Trees', 'Wheat', 'Soybeans']","['Corn', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Grass', 'Corn']","['Soybeans', 'Wheat', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Grass']","['Corn', 'Trees', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Trees'],"['Soybeans', 'Grass', 'Wheat', 'Corn']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Grass', 'Trees']","['Corn', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Soybeans'],"['Grass', 'Trees', 'Corn', 'Wheat']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Grass'],"['Trees', 'Wheat', 'Corn', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Grass'],"['Soybeans', 'Trees', 'Wheat', 'Corn']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Corn', 'Soybeans']","['Grass', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Trees', 'Wheat']","['Soybeans', 'Grass', 'Corn']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Grass']","['Wheat', 'Soybeans', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Grass'],"['Wheat', 'Corn', 'Soybeans', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Wheat']","['Soybeans', 'Grass', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Grass', 'Soybeans']","['Wheat', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Grass', 'Corn', 'Soybeans', 'Wheat']",['Trees']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Trees', 'Grass']","['Corn', 'Wheat', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Soybeans'],"['Corn', 'Wheat', 'Trees', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Grass', 'Corn', 'Trees']",['Soybeans']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Grass', 'Corn', 'Wheat']","['Soybeans', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Corn', 'Grass', 'Trees']",['Wheat']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Corn', 'Trees']","['Grass', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Grass', 'Soybeans']","['Trees', 'Corn', 'Wheat']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Soybeans'],"['Trees', 'Wheat', 'Corn', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Trees'],"['Soybeans', 'Wheat', 'Corn', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Wheat', 'Soybeans']","['Grass', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Grass', 'Wheat', 'Corn']","['Trees', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Trees']","['Grass', 'Soybeans', 'Corn']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Trees', 'Wheat']","['Corn', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Grass'],"['Soybeans', 'Corn', 'Wheat', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Trees', 'Grass']","['Soybeans', 'Wheat']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Corn'],"['Soybeans', 'Grass', 'Wheat', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Wheat']","['Trees', 'Corn', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Wheat'],"['Soybeans', 'Trees', 'Corn', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Trees']","['Grass', 'Corn', 'Wheat']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Grass']","['Wheat', 'Trees', 'Soybeans']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Trees', 'Corn']","['Grass', 'Wheat']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Trees'],"['Corn', 'Soybeans', 'Wheat', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Soybeans', 'Grass', 'Trees', 'Wheat']",['Corn']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Wheat', 'Trees', 'Soybeans', 'Corn']",['Grass']
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']",['Corn'],"['Soybeans', 'Trees', 'Wheat', 'Grass']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Wheat', 'Grass']","['Soybeans', 'Trees']"
"['Oats', 'Alfalfa']","['Soybeans', 'Corn', 'Wheat', 'Trees', 'Grass']","['Corn', 'Wheat', 'Grass', 'Soybeans']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Hay']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Hay']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Trees']",['Hay']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Trees', 'Oats']",['Hay']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Trees']",['Hay']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Trees']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Trees', 'Oats']",['Hay']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Trees', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Trees']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Oats', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Trees']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Oats', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Trees', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Hay']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Oats']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Trees', 'Oats']",['Hay']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Trees', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Oats', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Trees', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Hay']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Trees', 'Hay']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Hay', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Trees', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Trees', 'Hay']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Oats']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Oats', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Oats', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Hay', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Trees']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Hay']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Trees', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Oats', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Oats', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Trees', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Oats', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Oats', 'Trees']",['Hay']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Oats', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Hay', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Trees'],"['Hay', 'Oats']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Oats']",['Trees']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Oats'],"['Trees', 'Hay']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']",['Hay'],"['Oats', 'Trees']"
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Trees', 'Hay']",['Oats']
"['Wheat', 'Alfalfa', 'Corn', 'Grass']","['Trees', 'Oats', 'Hay']","['Hay', 'Oats']",['Trees']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Hay']","['Wheat', 'Oats', 'Alfalfa', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Hay', 'Oats', 'Wheat', 'Alfalfa']","['Grass', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Wheat', 'Alfalfa', 'Corn', 'Grass']",['Hay']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Corn', 'Wheat', 'Grass']","['Oats', 'Alfalfa', 'Hay']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']",['Hay'],"['Alfalfa', 'Wheat', 'Grass', 'Corn', 'Oats']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Hay', 'Oats', 'Corn', 'Wheat']",['Alfalfa']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']",['Corn'],"['Oats', 'Alfalfa', 'Wheat', 'Hay', 'Grass']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Hay', 'Corn', 'Wheat', 'Oats']",['Alfalfa']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Hay', 'Grass', 'Wheat']","['Alfalfa', 'Corn', 'Oats']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']",['Oats'],"['Grass', 'Hay', 'Corn', 'Wheat', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Hay', 'Oats', 'Grass', 'Alfalfa']","['Wheat', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Hay', 'Grass', 'Wheat']","['Alfalfa', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Wheat', 'Grass', 'Corn']","['Hay', 'Oats', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Alfalfa', 'Hay', 'Grass']","['Corn', 'Oats', 'Wheat']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Grass', 'Hay', 'Corn']","['Wheat', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Grass', 'Corn', 'Alfalfa']","['Hay', 'Wheat']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Oats']","['Alfalfa', 'Hay', 'Wheat', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Alfalfa', 'Wheat', 'Hay']","['Corn', 'Grass']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Corn', 'Oats']","['Grass', 'Alfalfa', 'Wheat', 'Hay']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Corn', 'Wheat', 'Alfalfa']","['Oats', 'Grass', 'Hay']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Grass', 'Wheat']","['Hay', 'Alfalfa', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Wheat', 'Oats', 'Hay', 'Grass']","['Corn', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Wheat', 'Corn']","['Oats', 'Hay', 'Grass', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Corn', 'Hay', 'Grass']","['Alfalfa', 'Wheat', 'Oats']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']",['Hay'],"['Oats', 'Wheat', 'Alfalfa', 'Grass', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Corn', 'Hay']","['Grass', 'Wheat', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Wheat', 'Oats', 'Alfalfa']","['Grass', 'Corn', 'Hay']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Corn', 'Hay']","['Alfalfa', 'Wheat', 'Oats', 'Grass']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Hay', 'Wheat']","['Grass', 'Alfalfa', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']",['Wheat'],"['Alfalfa', 'Grass', 'Hay', 'Corn', 'Oats']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Hay', 'Oats', 'Grass']","['Alfalfa', 'Wheat', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Hay', 'Corn', 'Wheat', 'Grass']","['Oats', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Alfalfa', 'Wheat', 'Oats', 'Grass', 'Corn']",['Hay']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Corn', 'Wheat', 'Alfalfa', 'Oats', 'Grass']",['Hay']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Hay', 'Wheat', 'Oats']","['Corn', 'Alfalfa']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Oats', 'Grass', 'Hay', 'Wheat', 'Alfalfa']",['Corn']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']",['Hay'],"['Grass', 'Alfalfa', 'Oats', 'Wheat', 'Corn']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Alfalfa', 'Corn', 'Hay', 'Wheat']",['Oats']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Alfalfa', 'Corn', 'Wheat', 'Oats', 'Hay']",['Grass']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Grass', 'Corn', 'Alfalfa']","['Wheat', 'Oats', 'Hay']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Wheat', 'Grass', 'Hay']","['Alfalfa', 'Corn', 'Oats']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Alfalfa', 'Wheat', 'Oats', 'Hay']","['Corn', 'Grass']"
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Alfalfa', 'Corn', 'Wheat', 'Oats', 'Hay']",['Grass']
['Soybeans'],"['Wheat', 'Alfalfa', 'Oats', 'Corn', 'Grass', 'Hay']","['Wheat', 'Oats', 'Grass', 'Hay', 'Corn']",['Alfalfa']
